"student_session_id","alias","class_token","taller_id","paso_id","verbo","result","client_ts","ts"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:13:39.648+00:00","2025-08-19T16:13:39.648+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:13:39.649+00:00","2025-08-19T16:13:39.649+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T16:13:40.855+00:00","2025-08-19T16:13:40.855+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T16:13:40.976+00:00","2025-08-19T16:13:40.976+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","envio_respuesta","{""raw"":{""selected"":""b"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T16:13:44.341+00:00","2025-08-19T16:13:44.341+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","completo_paso","{""score"":1,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T16:13:44.455+00:00","2025-08-19T16:13:44.455+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:13:53.414+00:00","2025-08-19T16:13:53.414+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:13:53.416+00:00","2025-08-19T16:13:53.416+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T16:13:54.714+00:00","2025-08-19T16:13:54.714+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T16:13:54.83+00:00","2025-08-19T16:13:54.83+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","envio_respuesta","{""raw"":{""selected"":""b"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T16:13:57.147+00:00","2025-08-19T16:13:57.147+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","completo_paso","{""score"":1,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T16:13:57.278+00:00","2025-08-19T16:13:57.278+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:13:58.672+00:00","2025-08-19T16:13:58.672+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":0}","2025-08-19T16:13:58.79+00:00","2025-08-19T16:13:58.79+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""jola""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:14:03.434+00:00","2025-08-19T16:14:03.435+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":4}","2025-08-19T16:14:03.621+00:00","2025-08-19T16:14:03.621+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""jola""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:14:04.178+00:00","2025-08-19T16:14:04.178+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":4}","2025-08-19T16:14:04.304+00:00","2025-08-19T16:14:04.304+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""jola""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:14:04.347+00:00","2025-08-19T16:14:04.347+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":4}","2025-08-19T16:14:04.481+00:00","2025-08-19T16:14:04.481+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","4","envio_respuesta","{""raw"":{""selected"":""c"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T16:14:06.499+00:00","2025-08-19T16:14:06.499+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","4","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T16:14:06.619+00:00","2025-08-19T16:14:06.619+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:47:16.46+00:00","2025-08-19T16:47:16.46+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T16:47:16.46+00:00","2025-08-19T16:47:16.461+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T16:47:18.737+00:00","2025-08-19T16:47:18.737+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T16:47:18.997+00:00","2025-08-19T16:47:18.997+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T16:47:19.886+00:00","2025-08-19T16:47:19.886+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T16:47:20.011+00:00","2025-08-19T16:47:20.011+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","envio_respuesta","{""raw"":{""selected"":""b"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T16:47:21.125+00:00","2025-08-19T16:47:21.125+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","completo_paso","{""score"":1,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T16:47:21.396+00:00","2025-08-19T16:47:21.396+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""sdfs""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:47:24.165+00:00","2025-08-19T16:47:24.165+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":4}","2025-08-19T16:47:24.298+00:00","2025-08-19T16:47:24.298+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","envio_respuesta","{""raw"":{""answer"":""sdfs""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:47:25.833+00:00","2025-08-19T16:47:25.833+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","3","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":4}","2025-08-19T16:47:25.954+00:00","2025-08-19T16:47:25.954+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","4","envio_respuesta","{""raw"":{""selected"":""c"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T16:47:27.446+00:00","2025-08-19T16:47:27.446+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","4","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T16:47:27.568+00:00","2025-08-19T16:47:27.569+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","5","envio_respuesta","{""raw"":{""answer"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada""}","2025-08-19T16:47:29.032+00:00","2025-08-19T16:47:29.033+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","5","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""pregunta_abierta_validada"",""pistasUsadas"":0,""explicacionLongitud"":0}","2025-08-19T16:47:29.146+00:00","2025-08-19T16:47:29.146+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","taller_completado","{""correct"":2,""visited"":5,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""totalScore"":1}","2025-08-19T16:47:29.689+00:00","2025-08-19T16:47:29.689+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T17:38:11.53+00:00","2025-08-19T17:38:11.53+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T17:38:11.53+00:00","2025-08-19T17:38:11.53+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T17:38:12.835+00:00","2025-08-19T17:38:12.835+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T17:38:12.953+00:00","2025-08-19T17:38:12.953+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","envio_respuesta","{""raw"":null,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion""}","2025-08-19T17:38:14.018+00:00","2025-08-19T17:38:14.018+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","1","completo_paso","{""score"":0,""success"":true,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""instruccion"",""pistasUsadas"":0}","2025-08-19T17:38:14.274+00:00","2025-08-19T17:38:14.274+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","envio_respuesta","{""raw"":{""selected"":""c"",""explicacion"":""""},""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple""}","2025-08-19T17:38:17.42+00:00","2025-08-19T17:38:17.42+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","2","completo_paso","{""score"":0,""success"":false,""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7"",""tipo_paso"":""opcion_multiple"",""pistasUsadas"":0}","2025-08-19T17:38:17.536+00:00","2025-08-19T17:38:17.536+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T17:42:45.121+00:00","2025-08-19T17:42:45.121+00:00"
"37c5fb2f-d6cb-4039-87d3-ae993b3bf1d9","","DEMO-101","BIO-001","0","inicio_taller","{""title"":""Célula: Estructura y Función"",""checksum"":""28f87ce5dec753521284ba897dc00c8de37cae54dd9babfd63cb805171ef80a7""}","2025-08-19T17:42:45.122+00:00","2025-08-19T17:42:45.122+00:00"
"019a3e8a-c633-4407-9434-0ec41308b908","demo-019a3e","DEMO-101","BIO-001","intro","inicio_taller","{""tipo_paso"":""instruccion""}","2025-08-22T04:33:42.247+00:00","2025-08-22T04:33:42.247+00:00"
"019a3e8a-c633-4407-9434-0ec41308b908","demo-019a3e","DEMO-101","BIO-001","pred","envio_respuesta","{""raw"":{""selected"":""c"",""explicacion"":""demo""},""tipo_paso"":""prediccion""}","2025-08-22T04:34:42.247+00:00","2025-08-22T04:34:42.247+00:00"
"019a3e8a-c633-4407-9434-0ec41308b908","demo-019a3e","DEMO-101","BIO-001","pred","solicito_pista","{""costo"":1}","2025-08-22T04:35:02.247+00:00","2025-08-22T04:35:02.247+00:00"
